index,title,description,difficulty,certificate_available,students,price,rating,reviews_count,source,course
2023-databricks-etl-data-engineer-from-beginner-to-expert/,2023 Databricks ETL Data Engineer From Beginner to Expert,Hot Open Banking ETL Project on The Current Market Inside Out,Средний,True,123 студента,5390.0,"3,9",16,udemy,Обработка и анализ данных
deepseek-masterclass-a-complete-deepseek-zero-to-hero/,DeepSeek Masterclass: A Complete DeepSeek Zero to Hero!,"Learn Advanced DeepSeek AI to Elevate Career, Enhance Marketing Strategies, and Accelerate Future Business Growth",Все уровни,True,77 студента,5390.0,"4,3",16,udemy,Обработка и анализ данных
generative-ai-skillpath/,Generative AI Skillpath: Zero to Hero in Generative AI,"Complete course on Generative AI: Prompting Engineering, Running LLMs locally (Ollama), Building AI apps using LangChain",Все уровни,True,2 766 студента,5390.0,"4,4",16,udemy,Обработка и анализ данных
ultimate-ml-bootcamp-2-linear-regression/,Ultimate ML Bootcamp #2: Linear Regression,Master the Fundamentals of Linear Regression,Начальный,True,880 студента,5390.0,"4,3",16,udemy,Обработка и анализ данных
advanced-predictive-techniques-with-scikit-learn-tensorflow/,Advanced Predictive Techniques with Scikit-Learn& TensorFlow,"Improve the performance predictive models, build more complex models and use techniques to improve quality of your predi",Средний,True,149 студента,6190.0,"4,3",16,udemy,Обработка и анализ данных
data-science-python-3/,Data Science и Machine Learning на Python 3 с нуля,"Изучи Python 3 с нуля для работы с Data Science и и Machine Learning библиотеками - NumPy, Pandas, Matplotlib and more!",Все уровни,True,5 101 студент,5690.0,"4,5",926,udemy,Обработка и анализ данных
complete-aws-machine-learning-for-beginners-and-masters/,Complete AWS Machine Learning for Beginners and Masters,Learn how to snag the most in demand role in the tech field today!,Все уровни,True,228 студента,5390.0,"4,4",16,udemy,Обработка и анализ данных
master-the-machine-muse-build-generative-ai-with-ml/,Master the Machine Muse Build Generative AI with ML,"Learn to create and deploy generative AI models using machine learning. Explore frameworks, tools, and practical ml",Все уровни,True,11 087 студента,5390.0,"4,5",17,udemy,Обработка и анализ данных
advanced-dax-r/,Расширенный\Advanced DAX для бизнес-пользователей,Углубленное владение расширенными вычислениями на DAX,Все уровни,True,59 студента,5390.0,"5,0",11,udemy,Обработка и анализ данных
ai-machinelearning-ru/,Искусственный интеллект и Машинное обучение + Основы Python,"Научитесь понимать технологии ИИ, Машинное обучение и Нейронные Сети, а также основы Программирования на Python",Все уровни,False,2 123 студента,5690.0,"4,5",481,udemy,Обработка и анализ данных
learn-the-normal-or-gaussian-distribution/,Master the Normal (Gaussian) Distribution in Statistics,Master the Normal Distribution through clear lectures and hands-on exercises to apply it effectively in analytics,Начальный,True,192 студента,5890.0,"4,6",16,udemy,Обработка и анализ данных
agentic-ai-private-agentic-rag-with-langgraph-and-ollama/,Agentic AI - Private Agentic RAG with LangGraph and Ollama,"LangGraph v1, Ollama, Agentic RAG, Private RAG, Corrective RAG, CRAG, Reflexion, Self-RAG, Adaptive RAG, MySQL Agent",Все уровни,True,522 студента,5390.0,"4,9",46,udemy,Обработка и анализ данных
mobilemachinelearning/,"Hands-On Machine Learning: Learn TensorFlow, Python, & Java!",Jump into a field with more demand than supply. Apps driven by machine learning are the future of mobile app development,Начальный,True,272 студента,5890.0,"4,3",16,udemy,Обработка и анализ данных
tensorflow-word2vec-word-embeddings/,Word2Vec: Build Semantic Recommender System with TensorFlow,Word2Vec Tutorial: Names Semantic Recommendation System by Building and Training a Word2vec Python Model with TensorFlow,Средний,True,168 студента,5690.0,"3,1",16,udemy,Обработка и анализ данных
the-fundamentals-of-machine-learning/,Fundamentals of Machine Learning,This course will start your career in data science.,Начальный,False,2 304 студента,5390.0,"4,5",16,udemy,Обработка и анализ данных
python-machine-learning-data-science-russian/,Машинное обучение в Python: Machine Learning & Data Science,"Изучите NumPy, Pandas, Matplotlib, Seaborn, Scikit-Learn и многое другое! Осваивайте Искусственный Интеллект на практике",Все уровни,True,4 455 студента,5390.0,"4,7",800,udemy,Обработка и анализ данных
identifying-causal-effects-for-data-scientists/,Identifying Causal Effects for Data Science Causal Inference,Causal Inference from First Principles Using Methods like Instrumental Variables and Difference-in-Differences and More,Средний,True,147 студента,5390.0,"4,3",13,udemy,Обработка и анализ данных
machine-learning-interview-questions/,Machine Learning Interview Questions,Learn how to snag the most in demand role in the tech field today!,Все уровни,True,164 студента,5890.0,"4,3",14,udemy,Обработка и анализ данных
how-to-create-and-run-etl-packages-with-ssissql-serverssdt/,"How to Create and run ETL Packages with SSIS,SQL Server,SSDT","Mastering ETL with SSIS ,SSDT and SQL Server: A Step-by-Step Guide to Building and Running Packages",Начальный,True,502 студента,5390.0,"4,5",13,udemy,Обработка и анализ данных
data-science-python-3/,Data Science и Machine Learning на Python 3 с нуля,"Изучи Python 3 с нуля для работы с Data Science и и Machine Learning библиотеками - NumPy, Pandas, Matplotlib and more!",Начальный,True,5 101 студент,5690.0,"4,5",926,udemy,Обработка и анализ данных
numpy-for-scientific-computation-with-python/,NumPy for Scientific Computation with Python - 2022 Edition,Learn the A-Z of NumPy for working with multi-dimensional arrays in Python.,Начальный,True,1 636 студента,5390.0,"4,3",13,udemy,Обработка и анализ данных
build-spark-machine-learning-and-analytics-5-projects/,Build Spark Machine Learning and Analytics (5 Projects),Build Apache Spark Machine Learning and Analytics Projects (Total 5 Projects) on Databricks Environment,Начальный,True,268 студента,5390.0,"3,9",13,udemy,Обработка и анализ данных
databricks-stream-processing-with-pyspark/,Databricks Stream Processing with PySpark in 15 Days,Master Spark Structured Streaming with PySpark on Databricks through a Complete End to End Real Life Project,Профессиональный,True,26 студента,5390.0,"3,8",15,udemy,Обработка и анализ данных
data-science-ai-mastery-100-days-to-career-success/,Data Science & AI Mastery: 100 Days to Career Success,"Master Data Science & AI in 100 Days with Hands-On Projects, Real Case Studies, and Career-Ready Skills",Начальный,False,6 287 студента,5390.0,"4,2",13,udemy,Обработка и анализ данных
la-hoang-quy-complete-convolutional-neural-network-with-python-2022/,The Complete Convolutional Neural Network with Python 2022,Deep Learning Convolutional Neural Network (CNN) - Keras & TensorFlow 2,Средний,True,120 студента,5390.0,"4,3",16,udemy,Обработка и анализ данных
start-grow-your-career-in-machine-learningdata-science/,Start & Grow Your Career in Machine Learning/Data Science,"Tips on Full-Time/Intern Interview Prep| Deep Learning, Artificial Intelligence, Computer Vision, Science, Engineering",Начальный,True,74 студента,5690.0,"4,7",14,udemy,Обработка и анализ данных
advanced-dax-r/,Расширенный\Advanced DAX для бизнес-пользователей,Углубленное владение расширенными вычислениями на DAX,Начальный,True,59 студента,5390.0,"5,0",11,udemy,Обработка и анализ данных
hands-on-covid-19-data-analysis-visualization-deployment/,Data Science:Covid-19 Data Analysis Visualization Deployment,"A practical hands on data science Project on Covid-19 Data Analysis, Visualization(using Plotly Express) & Deployment",Все уровни,True,56 студента,5390.0,"4,5",13,udemy,Обработка и анализ данных
ai-machinelearning-ru/,Искусственный интеллект и Машинное обучение + Основы Python,"Научитесь понимать технологии ИИ, Машинное обучение и Нейронные Сети, а также основы Программирования на Python",Начальный,False,2 123 студента,5390.0,"4,5",481,udemy,Обработка и анализ данных
pandas-for-data-wrangling-core-skills-for-data-scientists/,Pandas for Data Wrangling: Core Skills for Data Scientists,Master data analysis with Pandas and Python through hands-on projects and real-world case studies.,Все уровни,True,3 065 студента,5390.0,"4,6",14,udemy,Обработка и анализ данных
agentic-ai-private-agentic-rag-with-langgraph-and-ollama/,Agentic AI - Private Agentic RAG with LangGraph and Ollama,"LangGraph v1, Ollama, Agentic RAG, Private RAG, Corrective RAG, CRAG, Reflexion, Self-RAG, Adaptive RAG, MySQL Agent",Начальный,True,522 студента,5390.0,"4,9",46,udemy,Обработка и анализ данных
python-data-science-with-tclab/,Python Data Science with the TCLab,Data science introduction for scientists and engineers,Все уровни,True,1 080 студента,5390.0,"4,3",14,udemy,Обработка и анализ данных
building-technical-indicators-in-python/,Building Technical Indicators in Python,Learn to use Technical Indicators in your trading Strategies using Python,Профессиональный,True,185 студента,5390.0,"4,3",13,udemy,Обработка и анализ данных
python-machine-learning-data-science-russian/,Машинное обучение в Python: Machine Learning & Data Science,"Изучите NumPy, Pandas, Matplotlib, Seaborn, Scikit-Learn и многое другое! Осваивайте Искусственный Интеллект на практике",Начальный,True,4 455 студента,5390.0,"4,7",800,udemy,Обработка и анализ данных
building-big-data-pipelines-with-r-sparklyr-power-bi/,Building Big Data Pipelines with R & Sparklyr & Power BI,R for Big Data Processing and Predictive Modeling including Visualization with Power BI Desktop,Все уровни,True,98 студента,6190.0,"4,3",14,udemy,Обработка и анализ данных
d8aland-mini-course-amazon-sagemaker-custom-configuration/,Amazon SageMaker Lifecycle Scripts and Custom Images,Customize the SageMaker Environment for Machine Learning and AI Projects on AWS with Lifecycle Scripts and Custom Images,Все уровни,True,133 студента,5390.0,"5,0",13,udemy,Обработка и анализ данных
data-analysis-and-visualization-with-r-for-beginners/,Data Analysis and Visualization with R for beginners,Data exploration and Visualization using R,Начальный,True,1 743 студента,5390.0,"3,7",13,udemy,Обработка и анализ данных
certified-associate-gen-ai-multimodal/,Multimodal Generative AI (NCA-GENM) - Mock Exams,[UNOFFICIAL] Prepare for the NCA-GENM Certification with Expertly Crafted Mock Exams Covering Multimodal AI Concepts!,Профессиональный,False,2 204 студента,5390.0,"3,9",13,udemy,Обработка и анализ данных
data-science-python-3/,Data Science и Machine Learning на Python 3 с нуля,"Изучи Python 3 с нуля для работы с Data Science и и Machine Learning библиотеками - NumPy, Pandas, Matplotlib and more!",Средний,True,5 101 студент,5690.0,"4,5",926,udemy,Обработка и анализ данных
certification-in-tableau-and-data-visualization/,Certification in Tableau and Data Visualization,"Complete guide to Tableau and Data Visualization with data preparation, blending, dashboarding and analysis",Начальный,True,2 009 студента,5390.0,"4,3",13,udemy,Обработка и анализ данных
hands-on-machine-learning-with-scikit-learn-and-tensorflow-2/,Hands-on Machine Learning with Scikit-learn and TensorFlow 2,Get to grips with TensorFlow 2.0 and scikit-learn,Средний,True,177 студента,5890.0,"3,6",13,udemy,Обработка и анализ данных
python-ai-machine-learning-and-opencv-course-a-z/,"Python AI Machine Learning, OpenCV",Start your career path in Python Artificial Intelligence Machine Learning now!!,Начальный,True,88 студента,5890.0,"4,2",13,udemy,Обработка и анализ данных
advanced-dax-r/,Расширенный\Advanced DAX для бизнес-пользователей,Углубленное владение расширенными вычислениями на DAX,Средний,True,59 студента,5390.0,"5,0",11,udemy,Обработка и анализ данных
ai-machinelearning-ru/,Искусственный интеллект и Машинное обучение + Основы Python,"Научитесь понимать технологии ИИ, Машинное обучение и Нейронные Сети, а также основы Программирования на Python",Средний,True,2 123 студента,6090.0,"4,5",481,udemy,Обработка и анализ данных
voice-cloning-voice-generation-mastery-made-easy-with-ai/,Voice Cloning & Voice Generation Mastery made Easy with AI,"Learn about Generative AI, Voice Generation and Voice Cloning all in 1 Course",Начальный,True,21 студент,5390.0,"3,5",13,udemy,Обработка и анализ данных
agentic-ai-private-agentic-rag-with-langgraph-and-ollama/,Agentic AI - Private Agentic RAG with LangGraph and Ollama,"LangGraph v1, Ollama, Agentic RAG, Private RAG, Corrective RAG, CRAG, Reflexion, Self-RAG, Adaptive RAG, MySQL Agent",Средний,True,522 студента,5390.0,"4,9",46,udemy,Обработка и анализ данных
the-complete-guide-to-tensorflow-1x/,The Complete Guide to TensorFlow 1.x,Become an expert in machine learning and deep learning with the new TensorFlow 1.x,Средний,True,158 студента,5890.0,"4,0",13,udemy,Обработка и анализ данных
master-natural-language-processing-with-transformers/,Master LLM: Large Language Models with Transformers,NLP with Transformers | GenAI | Hugging Face | Deep Learning,Все уровни,False,66 студента,2890.0,"4,6",13,udemy,Обработка и анализ данных
python-machine-learning-data-science-russian/,Машинное обучение в Python: Machine Learning & Data Science,"Изучите NumPy, Pandas, Matplotlib, Seaborn, Scikit-Learn и многое другое! Осваивайте Искусственный Интеллект на практике",Средний,True,4 455 студента,5390.0,"4,7",800,udemy,Обработка и анализ данных
generative-ai-engineering-with-openai-anthropic/,"Generative AI Engineering with OpenAI, Anthropic","Master LLM integration, prompt design, and scalable AI app development using OpenAI and Anthropic APIs.",Начальный,False,4 269 студента,5390.0,"4,4",15,udemy,Обработка и анализ данных
azure-data-engineering-maruti/,Azure Data Engineering,Expertise in designing and implementing data solutions that use Microsoft Azure data services,Средний,True,88 студента,5390.0,"4,3",13,udemy,Обработка и анализ данных
machine-learning-with-python-the-complete-guide/,Machine Learning with Python: The Complete Guide,"Learn machine learning concepts, modeling and solution implementation in one single course",Все уровни,True,350 студента,5690.0,"4,0",13,udemy,Обработка и анализ данных
linear-algebra-for-data-science-and-machine-learning/,Linear Algebra for Data Science and Machine Learning,Learn the fundamentals of Linear Algebra and apply them to Artificial Intelligence and Data Science,Все уровни,True,306 студента,5390.0,"4,8",14,udemy,Обработка и анализ данных
ai-mastery-bootcamp-beginner-to-expert-in-machine-learning/,AI Bootcamp: Beginner to Expert in Machine Learning 2024,The Ultimate Machine Learning Journey: From Beginner to Expert with a Step-by-Step Guide in Python,Все уровни,False,2 058 студента,5390.0,"4,7",13,udemy,Обработка и анализ данных
detecting-car-speed-empty-parking-spot-with-pytorch-cnn/,Detecting Car Speed & Empty Parking Spot with Pytorch & CNN,"Build car speed detection system and empty parking spot detection system using OpenCV, Pytorch, CNN, Keras, and SSD",Все уровни,True,2 870 студента,5390.0,"4,9",13,udemy,Обработка и анализ данных
statistics-for-data-scientists/,Applied Statistics for Data Science: A Hands-On Approach!,"Build An Intuitive Understanding Using Python code: Histograms, CLT, Testing, Distributions, Correlation and much more!",Средний,True,96 студента,5390.0,"4,6",13,udemy,Обработка и анализ данных
xgboost-deep-dive-hands-on-machine-learning-data-science/,XGBoost Deep Dive w/ Python & Pandas | Hands-on Data Science,"XGBoost, Python, Pandas, Feature Engineering, Machine Learning, Data Science, deep learning, NLP,Time Series Forecasting",Средний,True,97 студента,3090.0,"4,2",13,udemy,Обработка и анализ данных
hands-on-neural-networks-build-machine-learning-models/,Hands-On Neural Networks​: Build Machine Learning Models​,Credit Fraud Detection & Stock Analysis​​ -- No Experience Required. Learn to Base Predictions With Python & Tensorflow,Начальный,True,162 студента,5890.0,"4,2",13,udemy,Обработка и анализ данных
on-device-machine-learning-train-ml-models-and-deploy-in-mobile/,Master On-Device ML & AI for Mobile Apps — 2025 Edition,"Train & Deploy ML Models with TensorFlow Lite, Build AI-Powered Mobile Apps for Android, iOS & Flutter Without the Cloud",Все уровни,True,216 студента,5390.0,"3,7",14,udemy,Обработка и анализ данных
data-science-and-machine-learning-fundamentals-theory-only/,Data Science and Machine Learning Fundamentals [Theory Only],"Theorical Course for Data Science, Machine Learning, Deep Learning to understand the logic of Data Science algorithms",Все уровни,False,117 студента,5390.0,"4,6",13,udemy,Обработка и анализ данных
basic-statistics-regression-for-machine-learning-in-python/,Basic Statistics & Regression for Machine Learning in Python,A quick and easy guide on statistical regression for machine learning,Все уровни,True,2 634 студента,5390.0,"4,6",15,udemy,Обработка и анализ данных
chatgpt-ai-voice-cloning-course-with-prompt-engineering/,ChatGPT & AI Voice Cloning Course with Prompt Engineering,"Master the Art of ChatGPT, Voice Cloning, and AI Voice Creation, Prompt Engineering and Adobe AI",Начальный,True,57 студента,5390.0,"4,3",15,udemy,Обработка и анализ данных
mlops-machine-learning-operations-for-beginners/,"MLOps, Machine Learning Operations for beginners",Machine Learning models from experimentation to production,Начальный,True,47 студента,5390.0,"3,8",14,udemy,Обработка и анализ данных
data-analysis-with-python-pandas-and-jupyter-notebook/,Data Analysis  with Python Pandas and Jupyter Notebook,Mastering Data Manipulation and Analysis with Pandas in Jupyter Notebook,Начальный,True,825 студента,5390.0,"3,9",14,udemy,Обработка и анализ данных
data-science-python-3/,Data Science и Machine Learning на Python 3 с нуля,"Изучи Python 3 с нуля для работы с Data Science и и Machine Learning библиотеками - NumPy, Pandas, Matplotlib and more!",Начальный,False,5 101 студент,5390.0,"4,5",926,udemy,Обработка и анализ данных
ai-machinelearning-ru/,Искусственный интеллект и Машинное обучение + Основы Python,"Научитесь понимать технологии ИИ, Машинное обучение и Нейронные Сети, а также основы Программирования на Python",Начальный,True,2 123 студента,6090.0,"4,5",481,udemy,Обработка и анализ данных
master-google-gemini-a-generative-ai-certification-,Master Google Gemini : A Generative AI Certification Course,Unlock your creative potential and master the art of AI content creation with Google Gemini in this step-by-step course,Все уровни,True,2 162 студента,5390.0,"4,4",14,udemy,Обработка и анализ данных
data-science-r-programming/,Bootcamp on Data Science using R language,Building Data Science Pipelines,Начальный,False,1 013 студента,6090.0,"4,8",14,udemy,Обработка и анализ данных
explainable-and-interpretable-ai-techniques-and-application/,Explainable and Interpretable AI: Techniques and Application,"Learn essential methods for making AI models transparent, understandable, and trustworthy using XAI and IAI techniques.",Средний,True,91 студент,5390.0,"3,7",15,udemy,Обработка и анализ данных
data-science-quick-start/,Data Science Quick: Focus On Correlation & Python,Make This The Year To Get Started in Data Science: Learn The Rudiments of Correlation Analysis & Python.,Начальный,True,210 студента,5390.0,"4,6",14,udemy,Обработка и анализ данных
agentic-ai-private-agentic-rag-with-langgraph-and-ollama/,Agentic AI - Private Agentic RAG with LangGraph and Ollama,"LangGraph v1, Ollama, Agentic RAG, Private RAG, Corrective RAG, CRAG, Reflexion, Self-RAG, Adaptive RAG, MySQL Agent",Начальный,True,522 студента,5390.0,"4,9",46,udemy,Обработка и анализ данных
python-course-for-data-analysis-numpy-pandas-matplotlib/,Data Science : Python Bootcamp for Data Analysis with Pandas,A Pandas crash course with Industry focused curriculum | Hands on coding Assignment | 13 Quizes having 50+ questions,Начальный,True,140 студента,5390.0,"4,4",14,udemy,Обработка и анализ данных
building-a-stock-price-predictor-using-lstm-in-keras/,Building a Stock Price Predictor using LSTM in Keras,"LSTM Stock Price Prediction — Time Series Forecasting, Deep Learning, Data Preprocessing, and Google Colab Deployment",Все уровни,True,98 студента,5390.0,"4,7",14,udemy,Обработка и анализ данных
introduction-pytorch/,Introduction to PyTorch (crash course),"Machine Learning: Introduction to PyTorch, its internal mechanisms and its API",Средний,True,1 068 студента,5390.0,"4,0",14,udemy,Обработка и анализ данных
quantummachinelearning/,Quantum Machine Learning by Doing,20+ Hours of QML Lessons & Hands-On Python Exercises | Solve Real-World Problems | Earn Your QML Certification,Начальный,True,65 студента,3690.0,"4,9",15,udemy,Обработка и анализ данных
advanced-dax-r/,Расширенный\Advanced DAX для бизнес-пользователей,Углубленное владение расширенными вычислениями на DAX,Начальный,False,59 студента,5390.0,"5,0",11,udemy,Обработка и анализ данных
hadoop-datascience-nlp-all-in-one-,Hadoop & Data Science NLP (All in One Course).,"Learn to develop real world applications using Hadoop (NIFI, Solr, Banana Dashboard, Hive, Zappelin) & Data Science NLP.",Все уровни,True,228 студента,5890.0,"3,3",14,udemy,Обработка и анализ данных
automate-data-extraction-and-web-scraping-using-python/,Automate Data Extraction and Web Scraping using Python,Build Web Scrapers to extract data from the web,Начальный,True,1 531 студент,5390.0,"4,2",14,udemy,Обработка и анализ данных
python-machine-learning-data-science-russian/,Машинное обучение в Python: Machine Learning & Data Science,"Изучите NumPy, Pandas, Matplotlib, Seaborn, Scikit-Learn и многое другое! Осваивайте Искусственный Интеллект на практике",Начальный,True,4 455 студента,5390.0,"4,7",800,udemy,Обработка и анализ данных
data-mining-with-rattle-s/,Data mining with Rattle,A GUI based data mining tool,Начальный,True,94 студента,5390.0,"4,9",15,udemy,Обработка и анализ данных
artificial-intelligence-2-polynomial-logistic-regression/,Artificial Intelligence #2: Polynomial & Logistic Regression,Regression techniques for students and professionals. Learn Polynomial & Logistic Regression and code them in python,Все уровни,True,1 925 студента,5890.0,"4,3",13,udemy,Обработка и анализ данных
data-science-python-3/,Data Science и Machine Learning на Python 3 с нуля,"Изучи Python 3 с нуля для работы с Data Science и и Machine Learning библиотеками - NumPy, Pandas, Matplotlib and more!",Средний,True,5 101 студент,5690.0,"4,5",926,udemy,Обработка и анализ данных
random-forest-algorithm-using-python/,Python SONAR Analytics: Acoustic Exploration Random Forest,"Navigate SONAR analytics with Python, gaining practical skills to decode acoustic signals and make informed discoveries",Все уровни,True,8 389 студента,5390.0,"4,9",13,udemy,Обработка и анализ данных
fraud-analytics-fraud-detection-with-big-data-and-analytics/,Fraud Analytics: Fraud Detection with Big Data and Analytics,Unlock the power of Big Data and analytics to detect and prevent fraud in real-time.,Все уровни,False,313 студента,5390.0,"4,2",13,udemy,Обработка и анализ данных
data-science-create-real-world-projects/,Data Science: Create Real World Projects,Learn about Data Science and Machine Learning with Python by Creating Super Fun Projects!,Все уровни,True,202 студента,5390.0,"4,7",13,udemy,Обработка и анализ данных
advanced-dax-r/,Расширенный\Advanced DAX для бизнес-пользователей,Углубленное владение расширенными вычислениями на DAX,Средний,True,59 студента,5390.0,"5,0",11,udemy,Обработка и анализ данных
ai-machinelearning-ru/,Искусственный интеллект и Машинное обучение + Основы Python,"Научитесь понимать технологии ИИ, Машинное обучение и Нейронные Сети, а также основы Программирования на Python",Средний,False,2 123 студента,5390.0,"4,5",481,udemy,Обработка и анализ данных
langchain-mastery-most-practical-course-to-build-ai-apps/,LangChain Mastery - Most Practical Course To Build AI Apps,"The Complete Guide to Building Advanced AI Apps with LangChain, Perfect for Both Beginners and Experienced Professionals",Начальный,True,106 студента,5390.0,"4,7",13,udemy,Обработка и анализ данных
agentic-ai-private-agentic-rag-with-langgraph-and-ollama/,Agentic AI - Private Agentic RAG with LangGraph and Ollama,"LangGraph v1, Ollama, Agentic RAG, Private RAG, Corrective RAG, CRAG, Reflexion, Self-RAG, Adaptive RAG, MySQL Agent",Средний,True,522 студента,5390.0,"4,9",46,udemy,Обработка и анализ данных
mastering-power-bidata-analysis-and-visualization/,Mastering Power BI:Data Analysis and Visualization(Oct 2024),Unlock the Power of Interactive Reports and Data Insights with Microsoft AZURE,Средний,True,1 016 студента,5390.0,"4,6",12,udemy,Обработка и анализ данных
python-for-beginners-a-gateway-to-machine-learning/,Python for Beginners: A Gateway to Machine Learning,Unlock the Power of Python to Explore Machine Learning Concepts by using SK-Learn library,Начальный,True,1 402 студента,5390.0,"4,9",13,udemy,Обработка и анализ данных
data-science-machine-learning-mastery/,Machine Learning Mastery (Integrated Theory+Practical HW),"Data Science,Machine Learning, Predictive Analytics, Python, Handson",Все уровни,True,361 студент,6190.0,"4,2",13,udemy,Обработка и анализ данных
mastering-the-anthropic-claude-generative-ai-python-api/,Generative AI for Startups: Anthropic Claude 3.5 Python API,Building Powerful Large Language Models with Anthropic Claude 3.5 Generative AI Capabilities. Hands on Projects,Начальный,True,184 студента,5390.0,"4,8",12,udemy,Обработка и анализ данных
artificial-intelligence-drowsiness-detection-using-dlib/,Artificial Intelligence : Drowsiness Detection using DLib,A practical hands on AI Project on building a Drowsiness Detection System using DLib.,Все уровни,True,60 студента,5390.0,"4,6",12,udemy,Обработка и анализ данных
statistics-for-data-scientists/,Applied Statistics for Data Science: A Hands-On Approach!,"Build An Intuitive Understanding Using Python code: Histograms, CLT, Testing, Distributions, Correlation and much more!",Средний,True,96 студента,5390.0,"4,6",13,udemy,Обработка и анализ данных
python-machine-learning-data-science-russian/,Машинное обучение в Python: Machine Learning & Data Science,"Изучите NumPy, Pandas, Matplotlib, Seaborn, Scikit-Learn и многое другое! Осваивайте Искусственный Интеллект на практике",Средний,True,4 455 студента,5390.0,"4,7",800,udemy,Обработка и анализ данных
applied-computer-vision-for-beginners/,Applied Computer Vision For Beginners,Learn to master computer vision and build cutting edge CV solutions,Начальный,True,112 студента,5390.0,"4,4",13,udemy,Обработка и анализ данных
data-analytics-with-r-from-scratch-beginner/,Data Analytics with R from Scratch - Beginner,"Become Data Analytics expert with R. Data Analytics, Data Science, Statistical Analysis, Packages, Functions, GGPlot",Все уровни,True,4 519 студента,5390.0,"4,5",12,udemy,Обработка и анализ данных
master-python-data-analysis-and-modelling-essentials/,Master Python Data Analysis and Modelling Essentials,"A Real-World Project using Jupyter notebook, Numpy, SciPy, Pandas, Matplotlib, Statmodels, Scikit-learn, and many more",Все уровни,True,98 студента,5390.0,"4,7",13,udemy,Обработка и анализ данных
building-llms-like-chatgpt-from-scratch-and-cloud-deployment/,Building LLMs like ChatGPT from Scratch and Cloud Deployment,Coding a large language model  (Mistral) from scratch in Pytorch and deploying using the vLLM Engine on Runpod,Все уровни,True,1 135 студента,5390.0,"3,8",12,udemy,Обработка и анализ данных
prompt-engineering-python-scripting-ai-workflows-guide/,Prompt Engineering + Python Scripting AI Workflows Guide,Unlock AI's Power: Master ChatGPT & Python Scripting for Game-Changing Automation! Transform your future today!,Все уровни,True,100 студента,5390.0,"4,2",12,udemy,Обработка и анализ данных
ai-demystified-one-hour-beginners-guide/,AI Demystified: A 1-Hour Beginner's Guide 2025,"Artificial Intelligence for Everyone: Learn AI Basics, Machine Learning, Applications, and Ethics in Just One Hour.",Начальный,True,37 студента,5390.0,"4,7",14,udemy,Обработка и анализ данных
the-complete-unity-masterclass-build-2d-3d-ai-games/,The Complete Unity® Masterclass: Build 2D & 3D AI Games,"Build 3 complete games in Unity with C# and Blender! Learn artificial intelligence, pathfinding and mobile development.",Все уровни,True,194 студента,5690.0,"4,4",14,udemy,Обработка и анализ данных
machine-learning-with-r-u/,Machine Learning with R,Learn how to use the R programming language for data science and machine learning and data visualization,Все уровни,True,4 006 студента,5390.0,"4,5",14,udemy,Обработка и анализ данных
the-complete-naive-bayes-algorithm-course-with-python-2023/,The Complete Naive Bayes algorithm course with Python 2023,"GaussianNB, MultinomialNB, BernoulliNB, DictVectorizer, LogisticRegression",Средний,True,78 студента,5390.0,"4,5",14,udemy,Обработка и анализ данных
applied-statistics-real-world-problem-solving/,Applied Statistics Real World Problem Solving,Applied Statistics Real World Problem Solving,Все уровни,True,8 916 студента,5390.0,"4,4",14,udemy,Обработка и анализ данных
everything-you-need-to-know-about-ai/,Everything You Need to Know About AI in 2026,Master Artificial Intelligence in 2026: Basics to Advanced in 8 hours,Все уровни,True,238 студента,5390.0,"4,6",17,udemy,Обработка и анализ данных
databricks-stream-processing-with-pyspark/,Databricks Stream Processing with PySpark in 15 Days,Master Spark Structured Streaming with PySpark on Databricks through a Complete End to End Real Life Project,Профессиональный,True,26 студента,5390.0,"3,8",15,udemy,Обработка и анализ данных
python-reinforcement-learning-deep-q-learning-and-trfl/,"Python Reinforcement Learning, Deep Q-Learning and TRFL",Leverage the power of Reinforcement Learning techniques to develop intelligent systems using Python,Начальный,True,115 студента,6490.0,"3,0",14,udemy,Обработка и анализ данных
advanced-qlik-sense-for-data-analysis-and-visualization/,Advanced Qlik Sense for Data Analysis and Visualization,Boost your Qlik Sense proficiency with this advanced course and explore its powerful business intelligence capabilities,Профессиональный,True,75 студента,5390.0,"4,6",14,udemy,Обработка и анализ данных
tensorflow-course-basic-to-advanced-neural-network-beyond/,TensorFlow Course: Basic to Advanced Neural Network & Beyond,Master TensorFlow and Deep learning — from basic neural networks to advanced models and real world AI applications.,Все уровни,True,6 628 студента,5390.0,"4,0",15,udemy,Обработка и анализ данных
ai-custom-object-weapon-detection-using-python-opencv/,Custom Object Detection: AI Weapon Detection with YOLOv7,AI-Powered Weapon Detection for Enhanced Security with Python & Computer Vision,Все уровни,True,25 студента,5390.0,"4,9",14,udemy,Обработка и анализ данных
llm-rag-langchain-llamaindex/,Gen AI - LLM RAG Two in One - LangChain + LlamaIndex,Gen AI - Learn to develop RAG Applications using LangChain an LlamaIndex Frameworks using LLMs and Vector Databases,Все уровни,True,88 студента,5390.0,"4,0",14,udemy,Обработка и анализ данных
tableau-desktop-for-data-analysis-learn-tableau-visualisation-skills/,Tableau for HealthCare Analytics,"Master advanced Tableau skills: create visualisations, analyse data, provide insights, and model multi-fact relationship",Все уровни,True,1 018 студента,5390.0,"4,0",14,udemy,Обработка и анализ данных
